Date,Title,Full Text,Sentiment,Account Type,Author,Full Name,Gender,Hashtags,Impact,Impressions,Mentioned Authors,Tags,Total Monthly Visitors,Twitter Author ID,Twitter Followers,Twitter Following,Twitter Tweets,Reach (new)
2022-06-05 15:05:33.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,DenfelixK,DenfelixK (Denny),male,"#mamambogamoment, #hustlernation",0.0,51,['@williamsruto'],#MamaMbogaMoment,1414667000,3602768838,51,82,1196,0
2022-06-05 15:04:36.000,"The 5th President @WilliamsRuto held warking breakfast with Calvin Ochieng a boda boda rider from Dagoretti and Waithera Pauline, a Mama Mboga from Kiambu.\n\nHe thank them for Proposing and Seconding his presidential candidater.\n\n #MamaMbogaMoment #HustlerNation https://t.co/fqRYEsji8J","The 5th President @WilliamsRuto held warking breakfast with Calvin Ochieng a boda boda rider from Dagoretti and Waithera Pauline, a Mama Mboga from Kiambu. He thank them for Proposing and Seconding his presidential candidater. #MamaMbogaMoment #HustlerNation https://t.co/fqRYEsji8J",positive,individual,PHIAMAX,PHIAMAX (MUGAMBI AMATHI),unknown,"#mamambogamoment, #hustlernation",40.4,8275,['@williamsruto'],#MamaMbogaMoment,1414667000,469540013,3218,1311,16632,6062
2022-06-05 15:02:39.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,EKipkeu,EKipkeu (kipkeukiptoo),unknown,"#mamambogamoment, #hustlernation",0.0,300,['@williamsruto'],#MamaMbogaMoment,1414667000,1101868129,300,1990,744,0
2022-06-05 15:00:26.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,MeshMpendwa,MeshMpendwa (Meshack -mpendwa),unknown,"#mamambogamoment, #hustlernation",0.0,312,['@williamsruto'],#MamaMbogaMoment,1414667000,932627702837805056,312,717,4245,0
2022-06-05 14:59:52.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,MaithaKarisa,MaithaKarisa (Chifu Maitha Karisa),unknown,"#mamambogamoment, #hustlernation",0.0,1043,['@williamsruto'],#MamaMbogaMoment,1414667000,452242832,1043,854,75736,200
2022-06-05 14:58:46.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,flairampos,flairampos (symbokit),unknown,"#mamambogamoment, #hustlernation",0.0,187,['@williamsruto'],#MamaMbogaMoment,1414667000,1135863677738016768,187,429,3494,0
2022-06-05 14:56:23.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,ChamdanyKip,ChamdanyKip (Chamdany kip),unknown,"#mamambogamoment, #hustlernation",0.0,328,['@williamsruto'],#MamaMbogaMoment,1414667000,1413042578686156800,328,971,1800,0
2022-06-05 14:56:23.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,manyongeisaac1,manyongeisaac1 (🌹flower boy🌹),unknown,"#mamambogamoment, #hustlernation",0.0,396,['@williamsruto'],#MamaMbogaMoment,1414667000,1488152872634261504,396,1175,254,0
2022-06-05 14:55:31.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,Jeffhendriksgit,Jeffhendriksgit (Geoffrey WANYOIKE),male,"#mamambogamoment, #hustlernation",0.0,82,['@williamsruto'],#MamaMbogaMoment,1414667000,961644989771022336,82,336,5138,0
2022-06-05 14:55:31.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,shaddykym,shaddykym (Kipchirchir Shadrack),unknown,"#mamambogamoment, #hustlernation",0.0,206,['@williamsruto'],#MamaMbogaMoment,1414667000,781751568349659136,206,228,11838,0
2022-06-05 14:54:49.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,ROBINSONISAAC18,ROBINSONISAAC18 (ROBINSON ISAAC),male,"#mamambogamoment, #hustlernation",0.0,338,['@williamsruto'],#MamaMbogaMoment,1414667000,1372853560220786688,338,635,7722,0
2022-06-05 14:53:26.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,IMIrungu,IMIrungu (Irungu Isaac),male,"#mamambogamoment, #hustlernation",0.0,300,['@williamsruto'],#MamaMbogaMoment,1414667000,83797492,300,533,3751,0
2022-06-05 14:53:23.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,sarahmurathime,sarahmurathime (sarah),female,"#mamambogamoment, #hustlernation",0.0,198,['@williamsruto'],#MamaMbogaMoment,1414667000,123837178,198,466,5233,0
2022-06-05 14:51:48.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,Frank_KanaTech,Frank_KanaTech (Frank_KanaTech🇰🇪),male,"#mamambogamoment, #hustlernation",33.3,11121,['@williamsruto'],#MamaMbogaMoment,1414667000,1128952871209394176,11121,9834,27357,5271
2022-06-05 14:51:03.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,kelvin_mwebia,kelvin_mwebia (Meru Ruto soldier),unknown,"#mamambogamoment, #hustlernation",2.0,1966,['@williamsruto'],#MamaMbogaMoment,1414667000,954251091771908096,1966,1456,24021,1156
2022-06-05 14:47:36.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,Joe_munene1,Joe_munene1 (MUNENE),unknown,"#mamambogamoment, #hustlernation",31.1,9309,['@williamsruto'],#MamaMbogaMoment,1414667000,1056574623221989376,9309,9869,15530,4717
2022-06-05 14:44:52.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,0066Jeff,0066Jeff (HIGH GOAT 🐐),unknown,"#mamambogamoment, #hustlernation",4.4,2448,['@williamsruto'],#MamaMbogaMoment,1414667000,1172439818703257600,2448,4027,18241,1542
2022-06-05 14:41:59.000,"Let's rebuild Machakos,\nIt's Machakos Kwanza.\n\nIncoming Machakos county Governor Hon @nduyamuthama campaigning at Kinyui Market, Matungulu Sub-County, Machakos County\n\n#machakosdecides \n#mamambogamoment https://t.co/KTqqNV2rKc","Let's rebuild Machakos, It's Machakos Kwanza. Incoming Machakos county Governor Hon @nduyamuthama campaigning at Kinyui Market, Matungulu Sub-County, Machakos County #machakosdecides #mamambogamoment https://t.co/KTqqNV2rKc",neutral,individual,TevinMacharia,TevinMacharia (Kijana ya Kiamba),unknown,"#machakosdecides, #mamambogamoment",0.0,433,['@nduyamuthama'],#MamaMbogaMoment,1414667000,1445090591155658752,433,988,710,0
2022-06-05 14:41:56.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,mw_enda,mw_enda (Douglas Ke🇰🇪🗨),male,"#mamambogamoment, #hustlernation",0.0,1530,['@williamsruto'],#MamaMbogaMoment,1414667000,1095591632152469504,1530,1263,4507,750
2022-06-05 14:41:39.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,Brianketer5,Brianketer5 (keter),unknown,"#mamambogamoment, #hustlernation",2.0,1974,['@williamsruto'],#MamaMbogaMoment,1414667000,2405066607,1974,1621,19180,1162
2022-06-05 14:40:12.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,Mbarujanjimoib1,Mbarujanjimoib1 (SCIENTIST.),unknown,"#mamambogamoment, #hustlernation",0.8,1773,['@williamsruto'],#MamaMbogaMoment,1414667000,714157131042332672,1773,4913,11341,984
2022-06-05 14:39:48.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,Danielkivondo3,Danielkivondo3 (Daniel Kivondo),male,"#mamambogamoment, #hustlernation",0.0,499,['@williamsruto'],#MamaMbogaMoment,1414667000,848802793104093184,499,1055,24466,0
2022-06-05 14:38:47.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,karonei,karonei (KaroneiEK),unknown,"#mamambogamoment, #hustlernation",0.0,698,['@williamsruto'],#MamaMbogaMoment,1414667000,66973927,698,2287,2497,0
2022-06-05 14:38:36.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,benlagat693,benlagat693 (Lagat Ben.),unknown,"#mamambogamoment, #hustlernation",0.0,313,['@williamsruto'],#MamaMbogaMoment,1414667000,842388135426326528,313,430,7693,0
2022-06-05 14:35:49.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,MrBiwott,MrBiwott (F.Biwott.),unknown,"#mamambogamoment, #hustlernation",0.9,1793,['@williamsruto'],#MamaMbogaMoment,1414667000,953279038138781696,1793,303,109558,1002
2022-06-05 14:35:34.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,korirek,korirek (E R I C),unknown,"#mamambogamoment, #hustlernation",0.0,57,['@williamsruto'],#MamaMbogaMoment,1414667000,1453232840456478720,57,71,2052,0
2022-06-05 14:35:11.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,JosephTulanga,JosephTulanga (JT lengironi),unknown,"#mamambogamoment, #hustlernation",6.5,3106,['@williamsruto'],#MamaMbogaMoment,1414667000,1270287150647517184,3106,3851,14152,1999
2022-06-05 14:33:54.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,JeffreyNgetich,JeffreyNgetich (jeffrey sillatte jr.),male,"#mamambogamoment, #hustlernation",6.1,2972,['@williamsruto'],#MamaMbogaMoment,1414667000,390858566,2972,4874,12277,1911
2022-06-05 14:32:11.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,MOTARI25,MOTARI25 (MOTARI jnr.),unknown,"#mamambogamoment, #hustlernation",0.0,1553,['@williamsruto'],#MamaMbogaMoment,1414667000,1506291998298361856,1553,888,13164,773
2022-06-05 14:29:47.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,Benn_macharia,Benn_macharia (Benn Macharia),male,"#mamambogamoment, #hustlernation",15.5,3953,['@williamsruto'],#MamaMbogaMoment,1414667000,1175382081758814208,3953,2034,19742,2505
2022-06-05 14:29:27.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,alex_keeja,alex_keeja (Keeja Alex),male,"#mamambogamoment, #hustlernation",0.0,270,['@williamsruto'],#MamaMbogaMoment,1414667000,1499772780144902144,270,259,9165,0
2022-06-05 14:27:58.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,CyrusRintari,CyrusRintari (Cyrus Rintari),male,"#mamambogamoment, #hustlernation",1.3,1858,['@williamsruto'],#MamaMbogaMoment,1414667000,3009715384,1858,2683,16784,1061
2022-06-05 14:27:49.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,GLitunya,GLitunya (Litunya Eshutchi),unknown,"#mamambogamoment, #hustlernation",0.0,1214,['@williamsruto'],#MamaMbogaMoment,1414667000,3632986397,1214,4977,13554,409
2022-06-05 14:26:31.000,"RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market.\n\nHe had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment\n\n#HustlerNation https://t.co/sEKGXAhNcq","RT @OleItumbi .@WilliamsRuto had a morning Chat with Calvin Ochieng a bodaboda rider from Dago North & Waithera Pauline, a Mama Mboga from Kangangi Market. He had breakfast with them,to thank them for Proposing him to be the next President who should deliver a #MamaMbogaMoment #HustlerNation https://t.co/sEKGXAhNcq",neutral,individual,JayReagans,JayReagans (Jay🧢),unknown,"#mamambogamoment, #hustlernation",0.0,448,['@williamsruto'],#MamaMbogaMoment,1414667000,1562780756,448,3183,4873,0
